"codigo_ocorrencia","codigo_ocorrencia2","ocorrencia_classificacao","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_hora","total_recomendacoes"
"80667","80667","INCIDENTE","OURO PRETO","MG","***","4/22/2022","15:20:00","0"
"80671","80671","INCIDENTE GRAVE","IRACEMA","RR","SWMV","4/21/2022","20:00:00","0"
"80672","80672","ACIDENTE","PRIMAVERA DO LESTE","MT","***","4/21/2022","11:10:00","0"
"80676","80676","INCIDENTE GRAVE","LONDRINA","PR","SBLO","4/19/2022","11:50:00","0"
"80657","80657","ACIDENTE","CABECEIRAS","GO","***","4/18/2022","12:25:00","0"
"80659","80659","INCIDENTE","BANDEIRANTES","PR","***","4/18/2022","15:20:00","0"
"80661","80661","INCIDENTE","UBERLÂNDIA","MG","SBUL","4/18/2022","16:50:00","0"
"80662","80662","INCIDENTE GRAVE","CURITIBA","PR","SBBI","4/18/2022","17:20:00","0"
"80651","80651","ACIDENTE","PIÇARRA","PA","***","4/17/2022","16:00:00","0"
"80655","80655","ACIDENTE","ITAITUBA","PA","**NI","4/17/2022","11:30:00","0"
"80656","80656","ACIDENTE","MARAÚ","BA","SIRI","4/17/2022","11:55:00","0"
"80648","80648","INCIDENTE GRAVE","IBOTIRAMA","BA","SNIT","4/15/2022","14:25:00","0"
"80658","80658","INCIDENTE","SÃO PAULO","SP","SBGR","4/15/2022","11:00:00","0"
"80678","80678","INCIDENTE","RECIFE","PE","SBRF","4/15/2022","0:00:00","0"
"80647","80647","INCIDENTE GRAVE","RIO BRANCO","AC","SBRB","4/14/2022","17:45:00","0"
"80653","80653","ACIDENTE","MINEIROS","GO","***","4/14/2022","10:30:00","0"
"80663","80663","INCIDENTE","CAMPINAS","SP","SBKP","4/13/2022","20:48:00","0"
"80670","80670","INCIDENTE","ARIPUANÃ","MT","**NI","4/13/2022","15:20:00","0"
"80680","80680","INCIDENTE","GUARULHOS","SP","SBGR","4/13/2022","23:38:00","0"
"80683","80683","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","4/13/2022","23:46:00","0"
"80649","80649","INCIDENTE","RIO DE JANEIRO","RJ","***","4/12/2022","14:10:00","0"
"80642","80642","ACIDENTE","XINGUARA","PA","**NI","4/11/2022","21:32:00","0"
"80646","80646","ACIDENTE","CONTAGEM","MG","***","4/11/2022","11:35:00","0"
"80636","80636","INCIDENTE GRAVE","PARANAVAÍ","PR","SSPI","4/10/2022","13:30:00","0"
"80660","80660","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","4/10/2022","22:08:00","0"
"80644","80644","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","4/9/2022","10:00:00","0"
"80650","80650","INCIDENTE","MANAUS","AM","SBEG","4/9/2022","18:20:00","0"
"80634","80634","INCIDENTE","CARAUARI","AM","SWCA","4/8/2022","16:05:00","0"
"80640","80640","INCIDENTE","SALVADOR","BA","SBSV","4/8/2022","22:31:00","0"
"80677","80677","INCIDENTE","CAMPINAS","SP","SBKP","4/8/2022","18:39:00","0"
"80641","80641","INCIDENTE","CAMPINAS","SP","SBKP","4/7/2022","18:45:00","0"
"80633","80633","INCIDENTE GRAVE","TANGARÁ DA SERRA","MT","***","4/6/2022","10:15:00","0"
"80635","80635","ACIDENTE","ESPIGÃO D'OESTE","RO","***","4/6/2022","15:00:00","0"
"80630","80630","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","SBRJ","4/5/2022","22:10:00","0"
"80643","80643","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","4/5/2022","22:10:00","0"
"80631","80631","INCIDENTE","NÃO IDENTIFICADA","**","***","4/4/2022","11:15:00","0"
"80632","80632","INCIDENTE","ARARUAMA","RJ","***","4/3/2022","13:25:00","0"
"80723","80723","INCIDENTE","JI-PARANÁ","RO","SBJI","4/2/2022","20:40:00","0"
"80638","80638","INCIDENTE","CONFINS","MG","SBCF","4/1/2022","18:08:00","0"
"80622","80622","INCIDENTE","SÃO PAULO","SP","SBMT","3/31/2022","11:42:00","0"
"80627","80627","ACIDENTE","PRIMAVERA DO LESTE","MT","***","3/31/2022","23:05:00","0"
"80629","80629","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","3/31/2022","8:31:00","0"
"80620","80620","INCIDENTE GRAVE","NOVA CRIXÁS","GO","***","3/30/2022","18:10:00","0"
"80639","80639","INCIDENTE","RECIFE","PE","SBRF","3/29/2022","22:04:00","0"
"80621","80621","INCIDENTE","RANCHARIA","SP","SDRC","3/28/2022","17:00:00","0"
"80628","80628","INCIDENTE","GUARULHOS","SP","SBGR","3/28/2022","11:30:00","0"
"80609","80609","INCIDENTE GRAVE","PIRENÓPOLIS","GO","SNMH","3/27/2022","13:50:00","0"
"80623","80623","ACIDENTE","GUARANI D'OESTE","SP","***","3/27/2022","13:00:00","0"
"80624","80624","INCIDENTE","RECIFE","PE","SBRF","3/27/2022","12:10:00","0"
"80626","80626","INCIDENTE","CAMPINAS","SP","SBKP","3/27/2022","2:46:00","0"
"80608","80608","INCIDENTE GRAVE","SANTA LUZIA","MA","***","3/26/2022","20:15:00","0"
"80612","80612","INCIDENTE","UBERLÂNDIA","MG","SBUL","3/26/2022","13:57:00","0"
"80619","80619","INCIDENTE","UBATUBA","SP","***","3/26/2022","17:50:00","0"
"80625","80625","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","3/26/2022","21:21:00","0"
"80616","80616","INCIDENTE","SÃO PAULO","SP","SBMT","3/25/2022","15:36:00","0"
"80617","80617","INCIDENTE","BRASÍLIA","DF","SBBR","3/25/2022","19:30:00","0"
"80605","80605","INCIDENTE","SÃO PAULO","SP","SBMT","3/24/2022","10:20:00","0"
"80610","80610","ACIDENTE","IPIRANGA DO NORTE","MT","***","3/24/2022","19:30:00","0"
"80710","80710","INCIDENTE GRAVE","BURITIS","MG","***","3/24/2022","18:00:00","0"
"80606","80606","ACIDENTE","BALSAS","MA","SNBS","3/23/2022","14:00:00","0"
"80615","80615","INCIDENTE","JOÃO PESSOA","PB","SBJP","3/23/2022","9:43:00","0"
"80618","80618","INCIDENTE","CURITIBA","PR","SBCT","3/23/2022","19:50:00","0"
"80598","80598","INCIDENTE","SÃO LUÍS","MA","SWLW","3/22/2022","11:00:00","0"
"80599","80599","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","3/22/2022","10:08:00","0"
"80613","80613","INCIDENTE","BELO HORIZONTE","MG","SBBH","3/22/2022","15:01:00","0"
"80597","80597","ACIDENTE","BRAGANÇA PAULISTA","SP","***","3/21/2022","14:35:00","0"
"80596","80596","INCIDENTE","FORTALEZA","CE","SBFZ","3/20/2022","10:50:00","0"
"80611","80611","INCIDENTE","BRASÍLIA","DF","SBBR","3/20/2022","12:59:00","0"
"80595","80595","ACIDENTE","SÃO ROMÃO","MG","SSOT","3/19/2022","10:56:00","0"
"80603","80603","INCIDENTE","CAMPINAS","SP","SBRF","3/19/2022","9:15:00","0"
"80614","80614","INCIDENTE","CAMPINAS","SP","SBKP","3/19/2022","11:55:00","0"
"80593","80593","ACIDENTE","BRAGANÇA PAULISTA","SP","SBBP","3/17/2022","21:50:00","0"
"80589","80589","ACIDENTE","NÃO IDENTIFICADA","BA","***","3/16/2022","10:25:00","0"
"80592","80592","INCIDENTE GRAVE","FELIZ NATAL","MT","***","3/16/2022","21:00:00","0"
"80602","80602","INCIDENTE","CAMPINAS","SP","SBKP","3/16/2022","14:40:00","0"
"80584","80584","INCIDENTE","MONTES CLAROS","MG","SBMK","3/14/2022","14:33:00","0"
"80581","80581","ACIDENTE","POMPÉU","MG","SNPO","3/13/2022","15:00:00","0"
"80594","80594","INCIDENTE","CAMPO GRANDE","MS","SBCG","3/13/2022","0:00:00","0"
"80582","80582","INCIDENTE","NAVEGANTES","SC","SBNF","3/11/2022","10:29:00","0"
"80574","80574","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","3/10/2022","9:11:00","0"
"80576","80576","INCIDENTE","JUNDIAÍ","SP","SBJD","3/10/2022","17:00:00","0"
"80586","80586","INCIDENTE","PORTO BELO","SC","SDEN","3/10/2022","14:50:00","0"
"80588","80588","INCIDENTE","PORTO BELO","SC","SDEN","3/10/2022","15:50:00","0"
"80580","80580","INCIDENTE GRAVE","RIO DE JANEIRO","RJ","SBJR","3/9/2022","16:10:00","0"
"80590","80590","INCIDENTE","PETROLINA","PE","SBPL","3/9/2022","0:23:00","0"
"80587","80587","INCIDENTE","MANAUS","AM","SBEG","3/7/2022","23:00:00","0"
"80579","80579","INCIDENTE","GUARULHOS","SP","SBGR","3/6/2022","10:30:00","0"
"80567","80567","ACIDENTE","SANTA CRUZ DO XINGU","MT","APUA","3/5/2022","15:00:00","0"
"80585","80585","INCIDENTE","CAMPINAS","SP","SBKP","3/5/2022","2:15:00","0"
"80707","80707","INCIDENTE","PORTO VELHO","RO","***","3/5/2022","6:12:00","0"
"80563","80563","ACIDENTE","ANGRA DOS REIS","RJ","SDAG","3/2/2022","16:30:00","0"
"80561","80561","ACIDENTE","ELDORADO","SP","***","3/1/2022","11:05:00","0"
"80564","80564","INCIDENTE","SÃO PAULO","SP","SIUD","2/28/2022","14:05:00","0"
"80569","80569","INCIDENTE","NAVEGANTES","SC","SBNF","2/28/2022","13:07:00","0"
"80565","80565","ACIDENTE","BEBEDOURO","SP","SDBB","2/27/2022","13:00:00","0"
"80573","80573","INCIDENTE","GUAÍRA","PR","***","2/27/2022","12:10:00","0"
"80568","80568","INCIDENTE","PRESIDENTE CASTELO BRANCO","PR","***","2/26/2022","20:09:00","0"
"80555","80555","INCIDENTE GRAVE","JAGUARUNA","SC","SBJA","2/24/2022","16:27:00","0"
"80556","80556","INCIDENTE","MANAUS","AM","SBEG","2/24/2022","16:50:00","0"
"80558","80558","ACIDENTE","BALSAS","MA","***","2/24/2022","13:30:00","0"
"80554","80554","ACIDENTE","BALSAS","MA","***","2/23/2022","15:00:00","0"
"80560","80560","INCIDENTE","MOSSORÓ","RN","SBMS","2/23/2022","14:00:00","0"
"80562","80562","INCIDENTE","RIO BRILHANTE","MS","**NI","2/23/2022","16:20:00","0"
"80578","80578","INCIDENTE","CAMPINAS","SP","SBKP","2/22/2022","23:15:00","0"
"80571","80571","ACIDENTE","PRESIDENTE FIGUEIREDO","AM","***","2/19/2022","16:45:00","0"
"80572","80572","INCIDENTE","NAVEGANTES","SC","SBNF","2/19/2022","16:20:00","0"
"80549","80549","ACIDENTE","DRACENA","SP","SDDR","2/18/2022","14:30:00","0"
"80546","80546","INCIDENTE GRAVE","BAURU","SP","SBBU","2/17/2022","14:39:00","0"
"80548","80548","INCIDENTE GRAVE","PORTO BELO","SC","SDEN","2/17/2022","14:00:00","0"
"80547","80547","ACIDENTE","BRAGANÇA PAULISTA","SP","SDVH","2/16/2022","14:52:00","0"
"80550","80550","INCIDENTE GRAVE","RECIFE","PE","SBRF","2/16/2022","2:40:00","0"
"80557","80557","INCIDENTE","GUARULHOS","SP","SBGR","2/15/2022","15:37:00","0"
"80737","80737","INCIDENTE","CAMPINAS","SP","SDAM","2/12/2022","15:30:00","0"
"80542","80542","INCIDENTE","MANAUS","AM","SBEG","2/11/2022","21:00:00","0"
"80540","80540","ACIDENTE","CAPÃO DA CANOA","RS","SSKK","2/10/2022","13:00:00","0"
"80537","80537","INCIDENTE","SÃO PAULO","SP","SBMT","2/9/2022","12:24:00","0"
"80539","80539","ACIDENTE","SANTA JULIANA","MG","***","2/9/2022","13:50:00","0"
"80551","80551","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","2/9/2022","12:00:00","0"
"80536","80536","ACIDENTE","ULIANÓPOLIS","PA","SJVX","2/8/2022","15:20:00","0"
"80521","80521","INCIDENTE","VILHENA","RO","SBVH","2/6/2022","20:18:00","0"
"80530","80530","INCIDENTE GRAVE","PIRACICABA","SP","***","2/6/2022","12:20:00","0"
"80520","80520","ACIDENTE","LUIZ ALVES","SC","***","2/5/2022","11:40:00","0"
"80528","80528","ACIDENTE","CHAPADÃO DO SUL","MS","SDRV","2/5/2022","16:30:00","0"
"80522","80522","INCIDENTE","CAJAMAR","SP","SBMT","2/4/2022","17:30:00","0"
"80514","80514","INCIDENTE GRAVE","MARÍLIA","SP","SBML","2/3/2022","12:20:00","0"
"80516","80516","ACIDENTE","SÃO SIMÃO","GO","APUA","2/3/2022","13:30:00","0"
"80507","80507","INCIDENTE","BELO HORIZONTE","MG","SBBH","2/2/2022","13:15:00","0"
"80506","80506","ACIDENTE","BRASÍLIA","DF","SSGP","1/31/2022","12:35:00","0"
"80531","80531","INCIDENTE","CONFINS","MG","SBCF","1/31/2022","16:50:00","0"
"80533","80533","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","1/31/2022","10:40:00","0"
"80504","80504","INCIDENTE","MACAÉ","RJ","***","1/30/2022","12:50:00","0"
"80524","80524","INCIDENTE","SALVADOR","BA","SBSV","1/30/2022","18:34:00","0"
"80512","80512","ACIDENTE","MAÇAMBARÁ","RS","***","1/29/2022","9:50:00","0"
"80529","80529","INCIDENTE","BELÉM","PA","SBBE","1/29/2022","16:50:00","0"
"80502","80502","INCIDENTE","GOIÂNIA","GO","***","1/28/2022","12:25:00","0"
"80503","80503","INCIDENTE GRAVE","BRAGANÇA PAULISTA","SP","SDVH","1/28/2022","11:00:00","0"
"80523","80523","INCIDENTE","CAMPINAS","SP","SBKP","1/27/2022","12:00:00","0"
"80501","80501","INCIDENTE","CAMPINAS","SP","SBKP","1/26/2022","21:00:00","0"
"80500","80500","ACIDENTE","CORUMBATAÍ","SP","**NI","1/24/2022","10:30:00","0"
"80496","80496","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","1/23/2022","19:15:00","0"
"80498","80498","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","1/23/2022","9:30:00","0"
"80490","80490","ACIDENTE","PALESTINA","SP","***","1/22/2022","21:00:00","0"
"80505","80505","ACIDENTE","BOCA DO ACRE","AM","SD6Y","1/22/2022","14:00:00","0"
"80497","80497","INCIDENTE GRAVE","LUÍS EDUARDO MAGALHÃES","BA","SNJL","1/21/2022","21:25:00","0"
"80491","80491","ACIDENTE","LUÍS EDUARDO MAGALHÃES","BA","***","1/20/2022","17:32:00","0"
"80493","80493","INCIDENTE","SÃO PAULO","SP","SBMT","1/20/2022","13:45:00","0"
"80494","80494","INCIDENTE","SOROCABA","SP","SDCO","1/20/2022","0:10:00","0"
"80488","80488","ACIDENTE","CURITIBA","PR","SBBI","1/19/2022","16:05:00","0"
"80489","80489","ACIDENTE","FLORIANÓPOLIS","SC","***","1/19/2022","20:20:00","0"
"80492","80492","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBBH","1/19/2022","19:50:00","0"
"80480","80480","INCIDENTE GRAVE","MARÍLIA","SP","***","1/17/2022","17:30:00","0"
"80481","80481","ACIDENTE","SÃO FÉLIX DO ARAGUAIA","MT","**NI","1/16/2022","16:45:00","0"
"80474","80474","INCIDENTE","BANNACH","PA","***","1/15/2022","10:20:00","0"
"80475","80475","ACIDENTE","URUÇUÍ","PI","SDZS","1/15/2022","9:05:00","0"
"80476","80476","INCIDENTE","MARABÁ","PA","SBMA","1/15/2022","13:04:00","0"
"80479","80479","INCIDENTE","JUNDIAÍ","SP","SBJD","1/15/2022","16:13:00","0"
"80483","80483","ACIDENTE","UCHOA","SP","***","1/15/2022","13:40:00","0"
"80477","80477","INCIDENTE GRAVE","BAGÉ","RS","SIBK","1/14/2022","18:15:00","0"
"80478","80478","ACIDENTE","CAFELÂNDIA","SP","***","1/14/2022","13:30:00","0"
"80484","80484","INCIDENTE","DIVINÓPOLIS","MG","SNDV","1/14/2022","16:00:00","0"
"80518","80518","INCIDENTE","CURITIBA","PR","SBCT","1/14/2022","6:03:00","0"
"80591","80591","INCIDENTE","JOINVILLE","SC","***","1/14/2022","21:00:00","0"
"80482","80482","INCIDENTE","DIVINÓPOLIS","MG","SNDV","1/13/2022","10:00:00","0"
"80534","80534","INCIDENTE","SÃO ROQUE","SP","SBJH","1/13/2022","14:05:00","0"
"80472","80472","ACIDENTE","BRASNORTE","MT","**NI","1/12/2022","15:10:00","0"
"80473","80473","INCIDENTE","SÃO PAULO","SP","SBMT","1/12/2022","13:03:00","0"
"80515","80515","INCIDENTE","MANAUS","AM","SBEG","1/10/2022","13:26:00","0"
"80469","80469","INCIDENTE GRAVE","CHAPADA GAÚCHA","MG","***","1/9/2022","7:45:00","0"
"80471","80471","ACIDENTE","BALSAS","MA","***","1/9/2022","15:40:00","0"
"80470","80470","ACIDENTE","NOVA UBIRATÃ","MT","***","1/8/2022","12:30:00","0"
"80462","80462","INCIDENTE","NAVEGANTES","SC","SBNF","1/4/2022","14:18:00","0"
"80466","80466","INCIDENTE","NAVEGANTES","SC","SBNF","1/4/2022","21:30:00","0"
"80511","80511","INCIDENTE","RECIFE","PE","SBRF","1/4/2022","9:35:00","0"
"80464","80464","INCIDENTE","CRUZEIRO DO SUL","AC","SBCZ","1/3/2022","16:23:00","0"
"80513","80513","INCIDENTE","SÃO PAULO","SP","SBSP","1/3/2022","9:40:00","0"
"80452","80452","ACIDENTE","MARACAÍ","SP","**NI","12/31/2021","9:30:00","0"
"80457","80457","INCIDENTE GRAVE","NOVO HAMBURGO","RS","SSNH","12/31/2021","11:59:00","0"
"80460","80460","INCIDENTE","CURITIBA","PR","SBBI","12/31/2021","15:12:00","0"
"80467","80467","INCIDENTE","PETROLINA","PE","SBPL","12/31/2021","20:30:00","0"
"80451","80451","INCIDENTE","MANAUS","AM","SBEG","12/30/2021","14:41:00","0"
"80456","80456","INCIDENTE","SÃO PAULO","SP","SBSP","12/30/2021","13:15:00","0"
"80458","80458","ACIDENTE","JATAÍ","GO","APUA","12/30/2021","20:30:00","0"
"80453","80453","INCIDENTE","CAMPINAS","SP","SBKP","12/29/2021","9:00:00","0"
"80454","80454","INCIDENTE GRAVE","ARAÇATUBA","SP","SBAU","12/29/2021","21:35:00","0"
"80455","80455","INCIDENTE GRAVE","SANTA RITA","PB","**NI","12/29/2021","18:50:00","0"
"80450","80450","ACIDENTE","DOURADOS","MS","**NI","12/28/2021","10:30:00","0"
"80463","80463","INCIDENTE","MARINGÁ","PR","SBMG","12/28/2021","16:11:00","0"
"80468","80468","INCIDENTE","SALVADOR","BA","SBSV","12/26/2021","16:56:00","0"
"80509","80509","INCIDENTE","CUIABÁ","MT","SBCY","12/26/2021","1:53:00","0"
"80461","80461","INCIDENTE","MARINGÁ","PR","SBMG","12/24/2021","3:30:00","0"
"80510","80510","INCIDENTE","MARINGÁ","PR","SBMG","12/24/2021","3:30:00","0"
"80545","80545","INCIDENTE","GUARULHOS","SP","SBGR","12/22/2021","11:50:00","0"
"80465","80465","INCIDENTE","VITÓRIA","ES","SBVT","12/21/2021","22:25:00","0"
"80583","80583","INCIDENTE","GUARULHOS","SP","SBGR","12/21/2021","10:33:00","0"
"80441","80441","ACIDENTE","BRAGANÇA PAULISTA","SP","SDVH","12/20/2021","18:15:00","0"
"80444","80444","ACIDENTE","SANTA RITA DO PARDO","MS","***","12/20/2021","14:30:00","0"
"80445","80445","ACIDENTE","CHUPINGUAIA","RO","APUA","12/20/2021","12:05:00","0"
"80446","80446","ACIDENTE","JACAREACANGA","PA","**NI","12/20/2021","17:10:00","0"
"80440","80440","ACIDENTE","SÃO BORJA","RS","***","12/19/2021","12:00:00","0"
"80443","80443","INCIDENTE","SALVADOR","BA","SBSV","12/18/2021","14:30:00","0"
"80448","80448","INCIDENTE GRAVE","FORMOSO DO ARAGUAIA","TO","**NI","12/18/2021","19:00:00","0"
"80431","80431","INCIDENTE","SANTOS","SP","SBST","12/15/2021","12:30:00","0"
"80447","80447","INCIDENTE","CONFINS","MG","SBCF","12/15/2021","17:10:00","0"
"80429","80429","ACIDENTE","SANTA ROSA","RS","SSZR","12/14/2021","13:00:00","0"
"80434","80434","ACIDENTE","CARACOL","MS","***","12/14/2021","21:35:00","0"
"80427","80427","INCIDENTE GRAVE","NOVA BANDEIRANTES","MT","**NI","12/12/2021","17:20:00","0"
"80435","80435","INCIDENTE","VITÓRIA","ES","SBVT","12/12/2021","23:30:00","0"
"80426","80426","ACIDENTE","ANAURILÂNDIA","MS","**NI","12/11/2021","20:00:00","0"
"80428","80428","ACIDENTE","SANTA VITÓRIA DO PALMAR","RS","***","12/11/2021","19:40:00","0"
"80430","80430","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/10/2021","11:05:00","0"
"80538","80538","INCIDENTE","ILHÉUS","BA","SBIL","12/10/2021","22:40:00","0"
"80425","80425","INCIDENTE","SÃO PAULO","SP","SBSP","12/9/2021","20:30:00","0"
"80436","80436","INCIDENTE","PALMAS","TO","SBPJ","12/9/2021","22:10:00","0"
"80526","80526","INCIDENTE GRAVE","SÃO PEDRO","SP","SDAE","12/9/2021","15:00:00","0"
"80544","80544","INCIDENTE","GUARULHOS","SP","SBGR","12/9/2021","11:53:00","0"
"80420","80420","INCIDENTE","CURITIBA","PR","SBBI","12/8/2021","13:16:00","0"
"80423","80423","ACIDENTE","BRASNORTE","MT","***","12/8/2021","12:45:00","0"
"80438","80438","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/8/2021","21:35:00","0"
"80442","80442","ACIDENTE","ARAL MOREIRA","MS","***","12/8/2021","0:00:00","0"
"80418","80418","ACIDENTE","VERÍSSIMO","MG","**NI","12/7/2021","11:10:00","0"
"80424","80424","INCIDENTE","SÃO JOSÉ DO RIO PRETO","SP","SBSR","12/7/2021","19:51:00","0"
"80433","80433","INCIDENTE","CAMPINAS","SP","SBKP","12/7/2021","22:00:00","0"
"80412","80412","INCIDENTE","CURITIBA","PR","SBBI","12/5/2021","12:00:00","0"
"80419","80419","ACIDENTE","LAGOA DA CONFUSÃO","TO","***","12/5/2021","17:55:00","0"
"80415","80415","ACIDENTE","SÃO FÉLIX DO XINGU","PA","***","12/3/2021","20:00:00","0"
"80416","80416","INCIDENTE","MANAUS","AM","SBEG","12/3/2021","4:00:00","0"
"80417","80417","ACIDENTE","SANTO ANTÔNIO DO AMPARO","MG","***","12/3/2021","11:00:00","0"
"80410","80410","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/2/2021","9:20:00","0"
"80411","80411","INCIDENTE GRAVE","LAVRAS","MG","SSOL","12/2/2021","12:15:00","0"
"80414","80414","INCIDENTE","FLORES DA CUNHA","RS","SIFQ","12/2/2021","18:00:00","0"
"80413","80413","INCIDENTE GRAVE","RIBAS DO RIO PARDO","MS","SSWF","12/1/2021","10:30:00","0"
"80422","80422","INCIDENTE","BELO HORIZONTE","MG","SBCF","12/1/2021","23:05:00","0"
"80409","80409","INCIDENTE GRAVE","PONTA PORÃ","MS","SBPP","11/30/2021","19:05:00","0"
"80408","80408","INCIDENTE","PORTO ALEGRE","RS","SBPA","11/29/2021","22:10:00","0"
"80421","80421","INCIDENTE","SÃO PAULO","SP","SBSP","11/29/2021","19:55:00","0"
"80756","80756","ACIDENTE","PARANATINGA","MT","**NI","11/28/2021","20:30:00","0"
"80401","80401","INCIDENTE","ARAXÁ","MG","SBAX","11/25/2021","18:08:00","0"
"80402","80402","ACIDENTE","CUIABÁ","MT","SBCY","11/25/2021","5:45:00","0"
"80406","80406","ACIDENTE","UBATUBA","SP","***","11/25/2021","0:27:00","0"
"80398","80398","ACIDENTE","JOÃO PINHEIRO","MG","***","11/24/2021","11:40:00","0"
"80404","80404","INCIDENTE","PARANAVAÍ","PR","SSPI","11/24/2021","16:00:00","0"
"80397","80397","INCIDENTE GRAVE","QUIRINÓPOLIS","GO","**NI","11/23/2021","10:00:00","0"
"80395","80395","INCIDENTE GRAVE","BOA VISTA","RR","SBBV","11/22/2021","6:40:00","0"
"80390","80390","ACIDENTE","RIO CLARO","SP","SDRK","11/21/2021","14:00:00","0"
"80388","80388","INCIDENTE","CARACARAÍ","RR","***","11/19/2021","16:40:00","0"
"80393","80393","ACIDENTE","CAROEBE","RR","SJLJ","11/19/2021","19:15:00","0"
"80389","80389","INCIDENTE","PONTA PORÃ","MS","SBPP","11/18/2021","14:43:00","0"
"80386","80386","INCIDENTE GRAVE","MARINGÁ","PR","SBMG","11/17/2021","2:35:00","0"
"80394","80394","INCIDENTE","TERESINA","PI","SBTE","11/17/2021","14:40:00","0"
"80405","80405","INCIDENTE","SÃO PAULO","SP","SBMT","11/17/2021","15:52:00","0"
"80382","80382","INCIDENTE GRAVE","PIRACICABA","SP","SDPW","11/16/2021","20:50:00","0"
"80407","80407","INCIDENTE","PORTO ALEGRE","RS","SBPA","11/16/2021","22:10:00","0"
"80396","80396","INCIDENTE GRAVE","FRANCISCO BELTRÃO","PR","SSFB","11/15/2021","18:40:00","0"
"80384","80384","INCIDENTE GRAVE","GOIÂNIA","GO","SBNV","11/14/2021","18:48:00","0"
"80403","80403","INCIDENTE","NATAL","RN","SBSG","11/14/2021","18:35:00","0"
"80380","80380","ACIDENTE","ATIBAIA","SP","SDTB","11/13/2021","15:00:00","0"
"80381","80381","INCIDENTE","MANAUS","AM","SWFN","11/12/2021","18:25:00","0"
"80383","80383","ACIDENTE","LAGOA DA CONFUSÃO","TO","***","11/11/2021","12:40:00","0"
"80372","80372","INCIDENTE","MANAUS","AM","SWFN","11/8/2021","12:17:00","0"
"80373","80373","ACIDENTE","BELO HORIZONTE","MG","***","11/8/2021","10:35:00","0"
"80363","80363","INCIDENTE","SÃO PAULO","SP","SBBP","11/7/2021","12:43:00","0"
"80365","80365","ACIDENTE","SÃO JOSÉ DE MIPIBU","RN","SSCE","11/7/2021","19:08:00","0"
"80385","80385","INCIDENTE","CAMPINAS","SP","SBKP","11/7/2021","12:05:00","0"
"80399","80399","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","11/7/2021","21:57:00","0"
"80543","80543","INCIDENTE","GUARULHOS","SP","SBGR","11/7/2021","19:40:00","0"
"80361","80361","ACIDENTE","ALTAIR","SP","**NI","11/6/2021","11:10:00","0"
"80367","80367","ACIDENTE","PAU D'ARCO","PA","***","11/6/2021","14:15:00","0"
"80374","80374","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","11/6/2021","14:17:00","0"
"80362","80362","INCIDENTE","SÃO PAULO","SP","SBMT","11/5/2021","21:46:00","0"
"80364","80364","INCIDENTE","BLUMENAU","SC","SSBL","11/5/2021","17:10:00","0"
